CST,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
2011-4-4,51,40,29,29,22,13,75,48,21,30.09,29.97,29.79,10,10,10,39,19,47,T,3,,314,4,4,2011,04-04,1,14,2011-04-04,Chicago,10.5555555555555,4.44444444444446,-1.66666666666669,-1.66666666666669,-5.55555555555554,-10.5555555555555
2011-4-5,73,50,26,36,27,19,75,48,20,29.92,29.67,29.45,10,10,7,26,10,33,0.00,1,,238,4,5,2011,04-05,2,14,2011-04-05,Chicago,22.7777777777778,10,-3.33333333333331,2.22222222222223,-2.77777777777777,-7.22222222222223
2011-4-6,62,51,40,37,33,28,76,53,29,29.91,29.8,29.54,10,10,10,25,7,33,0.00,1,,356,4,6,2011,04-06,3,14,2011-04-06,Chicago,16.6666666666667,10.5555555555555,4.44444444444446,2.77777777777777,0.555555555555543,-2.22222222222223
2011-4-7,57,49,41,43,38,28,92,67,41,29.91,29.82,29.76,10,10,10,18,9,28,0.00,5,,136,4,7,2011,04-07,4,14,2011-04-07,Chicago,13.8888888888889,9.44444444444446,5,6.11111111111109,3.33333333333331,-2.22222222222223
2011-4-8,54,49,43,50,46,42,100,92,83,29.86,29.79,29.73,10,5,2,14,8,20,0.00,8,,132,4,8,2011,04-08,5,14,2011-04-08,Chicago,12.2222222222222,9.44444444444446,6.11111111111109,10,7.77777777777777,5.55555555555554
2011-4-9,79,65,51,61,54,50,100,74,47,29.77,29.61,29.38,10,4,0,29,7,35,0.00,4,Fog-Thunderstorm,113,4,9,2011,04-09,6,14,2011-04-09,Chicago,26.1111111111111,18.3333333333333,10.5555555555555,16.1111111111111,12.2222222222222,10
2011-4-10,59,48,36,52,44,36,93,75,57,29.89,29.6,29.44,10,10,6,23,13,28,T,7,Rain,318,4,10,2011,04-10,7,15,2011-04-10,Chicago,15,8.88888888888891,2.22222222222223,11.1111111111111,6.66666666666669,2.22222222222223
2011-4-11,63,48,32,36,29,24,92,58,23,30.11,30.03,29.91,10,10,10,21,9,28,0.00,0,,323,4,11,2011,04-11,1,15,2011-04-11,Chicago,17.2222222222222,8.88888888888891,0,2.22222222222223,-1.66666666666669,-4.44444444444446
2011-4-12,77,55,32,34,29,26,82,50,17,30.08,29.97,29.85,10,10,10,23,9,28,0.00,0,,171,4,12,2011,04-12,2,15,2011-04-12,Chicago,25,12.7777777777778,0,1.11111111111109,-1.66666666666669,-3.33333333333331
2011-4-13,59,49,39,44,35,30,86,61,36,30.11,30.01,29.89,10,10,10,31,17,40,0.00,1,,26,4,13,2011,04-13,3,15,2011-04-13,Chicago,15,9.44444444444446,3.88888888888891,6.66666666666669,1.66666666666669,-1.11111111111109
2011-4-14,50,44,37,47,41,32,93,85,76,30.05,29.77,29.65,10,6,2,30,15,37,1.17,8,Rain-Thunderstorm,43,4,14,2011,04-14,4,15,2011-04-14,Chicago,10,6.66666666666669,2.77777777777777,8.33333333333331,5,0
2011-4-15,43,37,31,41,31,27,96,87,78,29.96,29.81,29.66,10,3,0,40,26,51,0.47,8,Fog-Rain-Snow,341,4,15,2011,04-15,5,15,2011-04-15,Chicago,6.11111111111109,2.77777777777777,-0.555555555555543,5,-0.555555555555543,-2.77777777777777
2011-4-16,62,44,26,39,30,23,92,62,32,29.97,29.92,29.87,10,10,10,22,10,26,0.00,2,,326,4,16,2011,04-16,6,15,2011-04-16,Chicago,16.6666666666667,6.66666666666669,-3.33333333333331,3.88888888888891,-1.11111111111109,-5
2011-4-17,52,40,27,43,35,25,96,79,61,29.92,29.76,29.65,10,9,2,17,7,22,0.15,5,Rain,92,4,17,2011,04-17,7,16,2011-04-17,Chicago,11.1111111111111,4.44444444444446,-2.77777777777777,6.11111111111109,1.66666666666669,-3.88888888888891
2011-4-18,43,39,35,37,36,34,100,90,79,29.9,29.82,29.76,10,6,1,22,11,26,0.04,8,Rain-Snow,57,4,18,2011,04-18,1,16,2011-04-18,Chicago,6.11111111111109,3.88888888888891,1.66666666666669,2.77777777777777,2.22222222222223,1.11111111111109
2011-4-19,41,37,32,37,33,30,96,88,79,30.03,29.84,29.73,10,9,3,15,9,20,0.25,8,Rain-Snow,27,4,19,2011,04-19,2,16,2011-04-19,Chicago,5,2.77777777777777,0,2.77777777777777,0.555555555555543,-1.11111111111109
2011-4-20,53,42,30,35,29,20,100,64,28,30.28,30.17,29.98,10,10,9,21,9,26,0.00,2,,316,4,20,2011,04-20,3,16,2011-04-20,Chicago,11.6666666666667,5.55555555555554,-1.11111111111109,1.66666666666669,-1.66666666666669,-6.66666666666669
2011-4-21,50,44,37,39,36,32,92,77,61,30.22,30.02,29.8,10,10,7,22,11,29,0.12,6,Rain,137,4,21,2011,04-21,4,16,2011-04-21,Chicago,10,6.66666666666669,2.77777777777777,3.88888888888891,2.22222222222223,0
2011-4-22,67,54,41,48,38,24,100,62,23,29.84,29.71,29.62,10,7,2,30,15,39,0.21,5,Rain,219,4,22,2011,04-22,5,16,2011-04-22,Chicago,19.4444444444445,12.2222222222222,5,8.88888888888891,3.33333333333331,-4.44444444444446
2011-4-23,52,41,29,36,33,27,89,67,45,30.1,29.99,29.8,10,10,10,31,11,40,0.00,5,,330,4,23,2011,04-23,6,16,2011-04-23,Chicago,11.1111111111111,5,-1.66666666666669,2.22222222222223,0.555555555555543,-2.77777777777777
2011-4-24,58,44,30,40,33,28,96,68,40,30.1,30.03,29.93,10,10,9,12,3,18,0.00,1,,184,4,24,2011,04-24,7,17,2011-04-24,Chicago,14.4444444444445,6.66666666666669,-1.11111111111109,4.44444444444446,0.555555555555543,-2.22222222222223
2011-4-25,50,41,31,40,37,30,100,83,66,29.96,29.82,29.67,10,9,4,14,6,16,0.04,6,Rain,31,4,25,2011,04-25,1,17,2011-04-25,Chicago,10,5,-0.555555555555543,4.44444444444446,2.77777777777777,-1.11111111111109
2011-4-26,56,47,37,41,39,36,92,74,55,29.7,29.6,29.54,10,10,10,18,10,22,0.00,7,,334,4,26,2011,04-26,2,17,2011-04-26,Chicago,13.3333333333333,8.33333333333331,2.77777777777777,5,3.88888888888891,2.22222222222223
2011-4-27,60,49,37,40,38,34,92,68,43,29.93,29.79,29.66,10,10,10,29,15,36,T,6,Rain,349,4,27,2011,04-27,3,17,2011-04-27,Chicago,15.5555555555555,9.44444444444446,2.77777777777777,4.44444444444446,3.33333333333331,1.11111111111109
2011-4-28,70,54,37,40,34,25,85,52,19,29.99,29.92,29.85,10,10,10,24,10,29,0.00,0,,296,4,28,2011,04-28,4,17,2011-04-28,Chicago,21.1111111111111,12.2222222222222,2.77777777777777,4.44444444444446,1.11111111111109,-3.88888888888891
2011-4-29,79,61,42,45,38,32,76,52,28,29.83,29.54,29.31,10,10,10,43,17,58,0.02,2,Rain-Thunderstorm,140,4,29,2011,04-29,5,17,2011-04-29,Chicago,26.1111111111111,16.1111111111111,5.55555555555554,7.22222222222223,3.33333333333331,0
2011-4-30,59,49,39,38,30,21,92,60,27,29.98,29.74,29.65,10,10,10,33,17,40,0.03,4,Rain,294,4,30,2011,04-30,6,17,2011-04-30,Chicago,15,9.44444444444446,3.88888888888891,3.33333333333331,-1.11111111111109,-6.11111111111109
2011-5-1,61,46,31,30,26,21,75,50,25,30.22,30.1,30,10,10,10,29,12,37,0.00,1,,310,5,1,2011,05-01,7,18,2011-05-01,Chicago,16.1111111111111,7.77777777777777,-0.555555555555543,-1.11111111111109,-3.33333333333331,-6.11111111111109
2011-5-2,57,44,30,31,28,24,82,57,32,30.41,30.33,30.23,10,10,10,16,6,20,T,4,,340,5,2,2011,05-02,1,18,2011-05-02,Chicago,13.8888888888889,6.66666666666669,-1.11111111111109,-0.555555555555543,-2.22222222222223,-4.44444444444446
2011-5-3,65,45,25,31,28,22,92,60,28,30.34,30.26,30.14,10,10,10,17,7,23,0.00,1,,141,5,3,2011,05-03,2,18,2011-05-03,Chicago,18.3333333333333,7.22222222222223,-3.88888888888891,-0.555555555555543,-2.22222222222223,-5.55555555555554
2011-5-4,70,57,43,43,36,29,83,59,35,30.17,30.07,29.97,10,10,10,29,12,38,0.00,1,,144,5,4,2011,05-04,3,18,2011-05-04,Chicago,21.1111111111111,13.8888888888889,6.11111111111109,6.11111111111109,2.22222222222223,-1.66666666666669
2011-5-5,66,52,37,38,33,28,85,56,26,30.2,30.12,30.01,10,10,9,22,9,29,T,1,,311,5,5,2011,05-05,4,18,2011-05-05,Chicago,18.8888888888889,11.1111111111111,2.77777777777777,3.33333333333331,0.555555555555543,-2.22222222222223
2011-5-6,80,59,37,38,34,28,76,48,19,30,29.74,29.6,10,10,10,25,11,31,0.00,0,,256,5,6,2011,05-06,5,18,2011-05-06,Chicago,26.6666666666667,15,2.77777777777777,3.33333333333331,1.11111111111109,-2.22222222222223
2011-5-7,77,60,42,42,37,34,76,50,23,29.81,29.76,29.72,10,10,10,16,7,20,0.00,0,,67,5,7,2011,05-07,6,18,2011-05-07,Chicago,25,15.5555555555555,5.55555555555554,5.55555555555554,2.77777777777777,1.11111111111109
2011-5-8,88,70,52,62,54,36,72,54,36,29.73,29.57,29.42,10,10,10,28,12,39,0.00,1,,144,5,8,2011,05-08,7,19,2011-05-08,Chicago,31.1111111111111,21.1111111111111,11.1111111111111,16.6666666666667,12.2222222222222,2.22222222222223
2011-5-9,96,81,65,66,53,26,93,51,9,29.46,29.36,29.27,10,9,3,29,11,37,0.00,4,,146,5,9,2011,05-09,1,19,2011-05-09,Chicago,35.5555555555555,27.2222222222222,18.3333333333333,18.8888888888889,11.6666666666667,-3.33333333333331
2011-5-10,83,68,52,57,44,32,83,52,20,29.64,29.52,29.31,10,10,10,22,8,30,0.00,0,,271,5,10,2011,05-10,2,19,2011-05-10,Chicago,28.3333333333333,20,11.1111111111111,13.8888888888889,6.66666666666669,0
2011-5-11,66,59,51,52,47,39,93,68,43,29.83,29.75,29.65,10,9,2,26,13,36,0.66,6,Rain-Thunderstorm,3,5,11,2011,05-11,3,19,2011-05-11,Chicago,18.8888888888889,15,10.5555555555555,11.1111111111111,8.33333333333331,3.88888888888891
2011-5-12,59,51,43,57,50,42,100,95,89,30.04,29.83,29.72,10,6,0,30,16,38,0.59,8,Fog-Rain-Thunderstorm,6,5,12,2011,05-12,4,19,2011-05-12,Chicago,15,10.5555555555555,6.11111111111109,13.8888888888889,10,5.55555555555554
2011-5-13,47,44,41,41,38,35,93,82,71,30.22,30.12,30,10,10,3,30,20,37,T,8,Rain,349,5,13,2011,05-13,5,19,2011-05-13,Chicago,8.33333333333331,6.66666666666669,5,5,3.33333333333331,1.66666666666669
2011-5-14,49,43,37,41,37,32,92,79,66,30.21,30.16,30.1,10,10,6,24,15,30,0.01,8,Rain,333,5,14,2011,05-14,6,19,2011-05-14,Chicago,9.44444444444446,6.11111111111109,2.77777777777777,5,2.77777777777777,0
2011-5-15,62,49,35,41,38,33,93,65,36,30.2,30.14,30.11,10,9,3,22,12,29,0.01,7,Rain,353,5,15,2011,05-15,7,20,2011-05-15,Chicago,16.6666666666667,9.44444444444446,1.66666666666669,5,3.33333333333331,0.555555555555543
2011-5-16,66,47,28,38,33,27,92,60,28,30.19,30.11,30,10,10,10,15,5,20,0.00,0,,125,5,16,2011,05-16,1,20,2011-05-16,Chicago,18.8888888888889,8.33333333333331,-2.22222222222223,3.33333333333331,0.555555555555543,-2.77777777777777
2011-5-17,67,53,38,38,36,31,79,53,26,30.01,29.89,29.78,10,10,10,21,11,30,0.00,1,,132,5,17,2011,05-17,2,20,2011-05-17,Chicago,19.4444444444445,11.6666666666667,3.33333333333331,3.33333333333331,2.22222222222223,-0.555555555555543
2011-5-18,56,51,46,44,41,35,86,67,47,29.85,29.82,29.8,10,10,9,15,7,25,0.21,8,Rain,108,5,18,2011,05-18,3,20,2011-05-18,Chicago,13.3333333333333,10.5555555555555,7.77777777777777,6.66666666666669,5,1.66666666666669
2011-5-19,59,55,51,57,52,42,100,81,61,29.84,29.75,29.71,10,7,2,23,13,31,0.23,8,Rain,109,5,19,2011,05-19,4,20,2011-05-19,Chicago,15,12.7777777777778,10.5555555555555,13.8888888888889,11.1111111111111,5.55555555555554
2011-5-20,71,63,55,64,59,54,100,89,78,29.76,29.69,29.64,10,7,1,20,8,24,0.40,7,Rain-Thunderstorm,144,5,20,2011,05-20,5,20,2011-05-20,Chicago,21.6666666666667,17.2222222222222,12.7777777777778,17.7777777777778,15,12.2222222222222
2011-5-21,72,62,51,55,52,48,100,74,47,29.68,29.62,29.55,10,7,0,37,8,48,0.03,4,Fog-Rain-Thunderstorm,201,5,21,2011,05-21,6,20,2011-05-21,Chicago,22.2222222222222,16.6666666666667,10.5555555555555,12.7777777777778,11.1111111111111,8.88888888888891
2011-5-22,72,63,54,57,52,48,90,70,49,29.67,29.55,29.48,10,10,10,24,13,30,T,4,Rain,277,5,22,2011,05-22,7,21,2011-05-22,Chicago,22.2222222222222,17.2222222222222,12.2222222222222,13.8888888888889,11.1111111111111,8.88888888888891
2011-5-23,76,63,49,58,54,47,93,70,46,29.78,29.74,29.68,10,10,10,15,6,22,0.00,1,,325,5,23,2011,05-23,1,21,2011-05-23,Chicago,24.4444444444445,17.2222222222222,9.44444444444446,14.4444444444445,12.2222222222222,8.33333333333331
2011-5-24,74,64,53,61,57,52,93,75,57,29.81,29.7,29.58,10,10,5,24,11,29,0.44,5,Rain-Thunderstorm,62,5,24,2011,05-24,2,21,2011-05-24,Chicago,23.3333333333333,17.7777777777778,11.6666666666667,16.1111111111111,13.8888888888889,11.1111111111111
2011-5-25,61,53,45,59,53,42,96,77,57,30.06,29.71,29.57,10,6,2,31,20,40,1.50,7,Rain-Thunderstorm,15,5,25,2011,05-25,3,21,2011-05-25,Chicago,16.1111111111111,11.6666666666667,7.22222222222223,15,11.6666666666667,5.55555555555554
2011-5-26,66,52,38,46,41,36,92,67,42,30.09,29.98,29.85,10,10,10,17,8,24,0.00,0,,139,5,26,2011,05-26,4,21,2011-05-26,Chicago,18.8888888888889,11.1111111111111,3.33333333333331,7.77777777777777,5,2.22222222222223
2011-5-27,67,59,50,58,51,43,93,80,66,29.85,29.76,29.66,10,10,6,17,6,25,0.07,5,Rain,136,5,27,2011,05-27,5,21,2011-05-27,Chicago,19.4444444444445,15,10,14.4444444444445,10.5555555555555,6.11111111111109
2011-5-28,69,62,54,56,48,41,93,69,45,29.75,29.7,29.66,10,10,4,21,10,30,T,7,Rain,226,5,28,2011,05-28,6,21,2011-05-28,Chicago,20.5555555555555,16.6666666666667,12.2222222222222,13.3333333333333,8.88888888888891,5
2011-5-29,62,58,54,60,55,50,100,90,80,29.77,29.62,29.52,10,8,1,18,9,23,0.13,8,Rain-Thunderstorm,76,5,29,2011,05-29,7,22,2011-05-29,Chicago,16.6666666666667,14.4444444444445,12.2222222222222,15.5555555555555,12.7777777777778,10
2011-5-30,89,71,53,66,60,46,100,72,44,29.77,29.5,29.34,10,6,1,52,22,70,0.62,4,Rain-Thunderstorm,164,5,30,2011,05-30,1,22,2011-05-30,Chicago,31.6666666666667,21.6666666666667,11.6666666666667,18.8888888888889,15.5555555555555,7.77777777777777
2011-5-31,78,65,51,52,45,42,89,59,29,30.22,30.06,29.79,10,10,10,24,11,30,0.00,0,,268,5,31,2011,05-31,2,22,2011-05-31,Chicago,25.5555555555555,18.3333333333333,10.5555555555555,11.1111111111111,7.22222222222223,5.55555555555554
2011-6-1,82,67,51,68,57,46,89,72,54,30.25,30.08,29.91,10,10,10,18,9,26,0.00,3,,128,6,1,2011,06-01,3,22,2011-06-01,Chicago,27.7777777777778,19.4444444444445,10.5555555555555,20,13.8888888888889,7.77777777777777
2011-6-2,85,75,65,67,63,56,90,68,45,29.94,29.75,29.59,10,10,10,25,16,33,0.00,0,,163,6,2,2011,06-02,4,22,2011-06-02,Chicago,29.4444444444445,23.8888888888889,18.3333333333333,19.4444444444445,17.2222222222222,13.3333333333333
2011-6-3,80,72,63,58,52,49,63,49,35,30.09,29.81,29.61,10,10,10,23,10,31,T,0,Rain-Thunderstorm,342,6,3,2011,06-03,5,22,2011-06-03,Chicago,26.6666666666667,22.2222222222222,17.2222222222222,14.4444444444445,11.1111111111111,9.44444444444446
2011-6-4,80,69,57,55,53,49,84,62,40,30.16,30.11,30.02,10,10,10,18,8,23,0.00,1,,19,6,4,2011,06-04,6,22,2011-06-04,Chicago,26.6666666666667,20.5555555555555,13.8888888888889,12.7777777777778,11.6666666666667,9.44444444444446
2011-6-5,90,73,55,68,59,49,80,59,38,30.13,29.98,29.86,10,9,2,15,4,18,0.00,0,,184,6,5,2011,06-05,7,23,2011-06-05,Chicago,32.2222222222222,22.7777777777778,12.7777777777778,20,15,9.44444444444446
2011-6-6,96,77,57,65,58,52,100,62,24,29.85,29.75,29.64,10,10,7,21,8,29,0.00,0,,172,6,6,2011,06-06,1,23,2011-06-06,Chicago,35.5555555555555,25,13.8888888888889,18.3333333333333,14.4444444444445,11.1111111111111
2011-6-7,89,74,58,60,51,40,72,45,18,29.67,29.61,29.57,10,10,10,23,9,31,0.00,0,,218,6,7,2011,06-07,2,23,2011-06-07,Chicago,31.6666666666667,23.3333333333333,14.4444444444445,15.5555555555555,10.5555555555555,4.44444444444446
2011-6-8,70,62,54,52,50,46,72,62,52,30,29.88,29.68,10,10,10,26,15,35,0.00,0,,8,6,8,2011,06-08,3,23,2011-06-08,Chicago,21.1111111111111,16.6666666666667,12.2222222222222,11.1111111111111,10,7.77777777777777
2011-6-9,55,54,52,52,49,45,93,82,71,30.04,29.98,29.95,10,8,2,20,11,26,0.03,7,Rain-Thunderstorm,24,6,9,2011,06-09,4,23,2011-06-09,Chicago,12.7777777777778,12.2222222222222,11.1111111111111,11.1111111111111,9.44444444444446,7.22222222222223
2011-6-10,76,64,52,55,51,45,93,66,38,30.05,29.99,29.92,10,9,4,20,8,24,0.05,5,Rain,335,6,10,2011,06-10,5,23,2011-06-10,Chicago,24.4444444444445,17.7777777777778,11.1111111111111,12.7777777777778,10.5555555555555,7.22222222222223
2011-6-11,76,62,48,56,51,46,100,71,41,30.1,30.03,29.87,10,6,0,17,6,23,0.03,4,Fog-Rain,109,6,11,2011,06-11,6,23,2011-06-11,Chicago,24.4444444444445,16.6666666666667,8.88888888888891,13.3333333333333,10.5555555555555,7.77777777777777
2011-6-12,82,70,58,61,58,55,87,67,47,29.95,29.89,29.83,10,10,10,18,11,24,T,2,,146,6,12,2011,06-12,7,24,2011-06-12,Chicago,27.7777777777778,21.1111111111111,14.4444444444445,16.1111111111111,14.4444444444445,12.7777777777778
2011-6-13,79,70,60,63,60,57,100,78,56,29.93,29.88,29.83,10,8,2,22,9,30,T,8,Rain,111,6,13,2011,06-13,1,24,2011-06-13,Chicago,26.1111111111111,21.1111111111111,15.5555555555555,17.2222222222222,15.5555555555555,13.8888888888889
2011-6-14,84,72,60,66,60,55,100,70,40,29.94,29.81,29.68,10,8,2,38,8,46,0.02,4,Rain-Thunderstorm,340,6,14,2011,06-14,2,24,2011-06-14,Chicago,28.8888888888889,22.2222222222222,15.5555555555555,18.8888888888889,15.5555555555555,12.7777777777778
2011-6-15,83,70,56,57,52,48,93,63,33,29.93,29.83,29.75,10,10,10,21,9,29,0.00,1,,291,6,15,2011,06-15,3,24,2011-06-15,Chicago,28.3333333333333,21.1111111111111,13.3333333333333,13.8888888888889,11.1111111111111,8.88888888888891
2011-6-16,87,74,60,63,57,50,78,60,42,29.76,29.68,29.57,10,10,10,29,10,38,0.33,1,,155,6,16,2011,06-16,4,24,2011-06-16,Chicago,30.5555555555555,23.3333333333333,15.5555555555555,17.2222222222222,13.8888888888889,10
2011-6-17,81,72,62,65,58,47,87,62,36,29.89,29.75,29.63,10,9,2,21,9,32,0.04,4,Rain-Thunderstorm,331,6,17,2011,06-17,5,24,2011-06-17,Chicago,27.2222222222222,22.2222222222222,16.6666666666667,18.3333333333333,14.4444444444445,8.33333333333331
2011-6-18,82,70,57,57,51,44,93,61,28,29.89,29.83,29.73,10,10,10,21,6,25,T,2,Rain,62,6,18,2011,06-18,6,24,2011-06-18,Chicago,27.7777777777778,21.1111111111111,13.8888888888889,13.8888888888889,10.5555555555555,6.66666666666669
2011-6-19,84,69,53,66,61,52,93,70,46,29.73,29.63,29.53,10,10,5,24,8,35,0.18,3,Rain-Thunderstorm,101,6,19,2011,06-19,7,25,2011-06-19,Chicago,28.8888888888889,20.5555555555555,11.6666666666667,18.8888888888889,16.1111111111111,11.1111111111111
2011-6-20,77,69,61,67,63,57,93,81,68,29.59,29.48,29.36,10,8,1,30,11,41,1.78,5,Rain-Thunderstorm,37,6,20,2011,06-20,1,25,2011-06-20,Chicago,25,20.5555555555555,16.1111111111111,19.4444444444445,17.2222222222222,13.8888888888889
2011-6-21,63,60,57,61,56,51,93,83,72,29.75,29.55,29.41,10,9,2,32,20,43,0.42,7,Rain,314,6,21,2011,06-21,2,25,2011-06-21,Chicago,17.2222222222222,15.5555555555555,13.8888888888889,16.1111111111111,13.3333333333333,10.5555555555555
2011-6-22,75,65,55,55,53,52,86,66,46,29.91,29.84,29.75,10,10,10,30,18,39,0.00,2,,313,6,22,2011,06-22,3,25,2011-06-22,Chicago,23.8888888888889,18.3333333333333,12.7777777777778,12.7777777777778,11.6666666666667,11.1111111111111
2011-6-23,77,64,50,57,54,49,100,73,46,29.98,29.92,29.87,10,10,10,17,7,24,0.00,0,,357,6,23,2011,06-23,4,25,2011-06-23,Chicago,25,17.7777777777778,10,13.8888888888889,12.2222222222222,9.44444444444446
2011-6-24,83,69,55,64,59,54,93,69,45,29.93,29.82,29.74,10,10,10,23,8,30,T,0,Rain,139,6,24,2011,06-24,5,25,2011-06-24,Chicago,28.3333333333333,20.5555555555555,12.7777777777778,17.7777777777778,15,12.2222222222222
2011-6-25,84,74,63,66,63,60,93,72,51,29.9,29.78,29.67,10,10,10,18,6,22,0.03,2,Rain,186,6,25,2011,06-25,6,25,2011-06-25,Chicago,28.8888888888889,23.3333333333333,17.2222222222222,18.8888888888889,17.2222222222222,15.5555555555555
2011-6-26,72,66,60,68,66,60,100,92,84,29.95,29.78,29.67,10,5,0,30,8,44,1.24,7,Fog-Rain-Thunderstorm,101,6,26,2011,06-26,7,26,2011-06-26,Chicago,22.2222222222222,18.8888888888889,15.5555555555555,20,18.8888888888889,15.5555555555555
2011-6-27,75,65,54,63,56,51,93,70,46,30.14,29.97,29.78,10,9,2,24,11,31,0.01,2,Rain-Thunderstorm,338,6,27,2011,06-27,1,26,2011-06-27,Chicago,23.8888888888889,18.3333333333333,12.2222222222222,17.2222222222222,13.3333333333333,10.5555555555555
2011-6-28,80,65,49,59,54,48,96,71,45,30.17,30.06,29.94,10,10,10,18,8,23,0.00,0,,166,6,28,2011,06-28,2,26,2011-06-28,Chicago,26.6666666666667,18.3333333333333,9.44444444444446,15,12.2222222222222,8.88888888888891
2011-6-29,91,77,62,71,64,57,84,64,44,29.94,29.84,29.74,10,10,10,22,10,28,0.00,0,,158,6,29,2011,06-29,3,26,2011-06-29,Chicago,32.7777777777778,25,16.6666666666667,21.6666666666667,17.7777777777778,13.8888888888889
2011-6-30,93,80,66,77,67,58,100,70,40,29.76,29.7,29.66,10,10,10,20,8,25,0.00,0,,175,6,30,2011,06-30,4,26,2011-06-30,Chicago,33.8888888888889,26.6666666666667,18.8888888888889,25,19.4444444444445,14.4444444444445
2011-7-1,86,74,62,69,65,60,87,71,55,30.03,29.83,29.74,10,10,10,17,6,22,0.00,0,,336,7,1,2011,07-01,5,26,2011-07-01,Chicago,30,23.3333333333333,16.6666666666667,20.5555555555555,18.3333333333333,15.5555555555555
2011-7-2,79,70,60,65,63,59,100,77,54,30.17,30.1,30,10,9,2,21,5,30,0.25,2,Rain-Thunderstorm,46,7,2,2011,07-02,6,26,2011-07-02,Chicago,26.1111111111111,21.1111111111111,15.5555555555555,18.3333333333333,17.2222222222222,15
2011-7-3,82,72,62,66,65,62,93,74,55,30.13,30.01,29.91,10,10,2,17,6,23,0.05,2,Rain-Thunderstorm,132,7,3,2011,07-03,7,27,2011-07-03,Chicago,27.7777777777778,22.2222222222222,16.6666666666667,18.8888888888889,18.3333333333333,16.6666666666667
2011-7-4,87,78,68,71,68,66,93,75,57,30.01,29.96,29.9,10,9,5,22,9,28,0.00,5,,154,7,4,2011,07-04,1,27,2011-07-04,Chicago,30.5555555555555,25.5555555555555,20,21.6666666666667,20,18.8888888888889
2011-7-5,87,78,68,73,69,65,90,75,59,30.06,29.98,29.9,10,10,5,17,6,22,0.00,1,,90,7,5,2011,07-05,2,27,2011-07-05,Chicago,30.5555555555555,25.5555555555555,20,22.7777777777778,20.5555555555555,18.3333333333333
2011-7-6,86,76,66,72,67,64,93,74,55,30.08,30.02,29.94,10,9,2,24,6,35,0.48,3,Rain-Thunderstorm,91,7,6,2011,07-06,3,27,2011-07-06,Chicago,30,24.4444444444445,18.8888888888889,22.2222222222222,19.4444444444445,17.7777777777778
2011-7-7,86,76,65,68,65,63,100,74,48,30,29.95,29.89,10,10,10,14,3,26,0.01,3,Rain,2,7,7,2011,07-07,4,27,2011-07-07,Chicago,30,24.4444444444445,18.3333333333333,20,18.3333333333333,17.2222222222222
2011-7-8,84,73,61,68,64,61,100,76,51,29.94,29.88,29.75,10,6,0,21,9,25,0.00,2,Fog,176,7,8,2011,07-08,5,27,2011-07-08,Chicago,28.8888888888889,22.7777777777778,16.1111111111111,20,17.7777777777778,16.1111111111111
2011-7-9,90,81,71,74,69,64,85,69,52,29.78,29.75,29.71,10,10,10,18,10,24,0.00,0,,188,7,9,2011,07-09,6,27,2011-07-09,Chicago,32.2222222222222,27.2222222222222,21.6666666666667,23.3333333333333,20.5555555555555,17.7777777777778
2011-7-10,94,82,71,73,70,63,100,72,44,29.97,29.8,29.74,10,9,4,40,7,55,0.00,0,Thunderstorm,202,7,10,2011,07-10,7,28,2011-07-10,Chicago,34.4444444444445,27.7777777777778,21.6666666666667,22.7777777777778,21.1111111111111,17.2222222222222
2011-7-11,86,77,67,73,68,63,87,74,61,29.98,29.91,29.84,10,10,10,20,8,26,T,1,Rain,85,7,11,2011,07-11,1,28,2011-07-11,Chicago,30,25,19.4444444444445,22.7777777777778,20,17.2222222222222
2011-7-12,74,69,64,68,63,58,93,83,73,30.07,30.01,29.9,10,9,1,28,9,33,0.62,7,Rain-Thunderstorm,57,7,12,2011,07-12,2,28,2011-07-12,Chicago,23.3333333333333,20.5555555555555,17.7777777777778,20,17.2222222222222,14.4444444444445
2011-7-13,74,69,64,70,66,62,100,92,84,30.07,29.98,29.89,10,7,1,20,8,25,0.31,8,Rain-Thunderstorm,118,7,13,2011,07-13,3,28,2011-07-13,Chicago,23.3333333333333,20.5555555555555,17.7777777777778,21.1111111111111,18.8888888888889,16.6666666666667
2011-7-14,88,80,71,76,72,70,93,78,63,29.94,29.84,29.74,10,8,2,18,8,22,0.00,6,Rain,151,7,14,2011,07-14,4,28,2011-07-14,Chicago,31.1111111111111,26.6666666666667,21.6666666666667,24.4444444444445,22.2222222222222,21.1111111111111
2011-7-15,91,81,71,76,72,68,94,75,56,29.81,29.78,29.74,10,10,8,20,4,24,0.05,1,Rain,171,7,15,2011,07-15,5,28,2011-07-15,Chicago,32.7777777777778,27.2222222222222,21.6666666666667,24.4444444444445,22.2222222222222,20
