Date,WET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
2013-08-27T00:00:00Z,2013-8-27,82,77,72,65,62,57,73,58,36,30.04,30,29.95,19,7,6,56,17,39,0,4,,3,8,27,2013,08-27,2,34,27.7777777777778,25,22.2222222222222,18.3333333333333,16.6666666666667,13.8888888888889
2013-08-28T00:00:00Z,2013-8-28,84,78,71,63,58,54,69,51,27,30.06,30.02,29.96,19,7,6,49,20,38,0,3,,354,8,28,2013,08-28,3,34,28.8888888888889,25.5555555555555,21.6666666666667,17.2222222222222,14.4444444444445,12.2222222222222
2013-08-29T00:00:00Z,2013-8-29,83,78,73,67,63,57,73,61,44,30.06,30.02,29.99,19,7,6,26,15,NA,0,4,,10,8,29,2013,08-29,4,34,28.3333333333333,25.5555555555555,22.7777777777778,19.4444444444445,17.2222222222222,13.8888888888889
2013-08-30T00:00:00Z,2013-8-30,81,76,71,65,62,57,73,60,43,30.06,30.03,29.98,19,7,6,23,15,NA,0,2,,18,8,30,2013,08-30,5,34,27.2222222222222,24.4444444444445,21.6666666666667,18.3333333333333,16.6666666666667,13.8888888888889
2013-08-31T00:00:00Z,2013-8-31,80,76,72,67,64,63,74,65,48,30.06,30.03,29.98,16,7,6,28,19,NA,0,3,,21,8,31,2013,08-31,6,34,26.6666666666667,24.4444444444445,22.2222222222222,19.4444444444445,17.7777777777778,17.2222222222222
2013-09-01T00:00:00Z,2013-9-1,85,78,72,69,66,59,78,65,48,30.06,30.01,29.94,12,6,6,28,23,NA,0,1,,15,9,1,2013,09-01,7,35,29.4444444444445,25.5555555555555,22.2222222222222,20.5555555555555,18.8888888888889,15
2013-09-02T00:00:00Z,2013-9-2,88,80,73,66,62,55,78,55,30,30.04,29.99,29.93,19,7,6,32,27,44,0,1,,11,9,2,2013,09-02,1,35,31.1111111111111,26.6666666666667,22.7777777777778,18.8888888888889,16.6666666666667,12.7777777777778
2013-09-03T00:00:00Z,2013-9-3,82,77,72,68,66,63,73,66,49,30.06,30.02,29.97,12,6,6,32,29,43,0,1,,13,9,3,2013,09-03,2,35,27.7777777777778,25,22.2222222222222,20,18.8888888888889,17.2222222222222
2013-09-04T00:00:00Z,2013-9-4,81,77,73,67,60,43,69,53,23,30.09,30.05,29.99,12,6,6,31,24,40,0,1,,10,9,4,2013,09-04,3,35,27.2222222222222,25,22.7777777777778,19.4444444444445,15.5555555555555,6.11111111111109
2013-09-05T00:00:00Z,2013-9-5,80,76,71,66,62,55,73,60,36,30.06,30.03,29.99,12,6,6,29,22,34,0,2,,13,9,5,2013,09-05,4,35,26.6666666666667,24.4444444444445,21.6666666666667,18.8888888888889,16.6666666666667,12.7777777777778
2013-09-06T00:00:00Z,2013-9-6,79,75,71,65,63,61,73,64,50,30.06,30.02,29.96,16,7,6,25,17,NA,0,3,Rain,11,9,6,2013,09-06,5,35,26.1111111111111,23.8888888888889,21.6666666666667,18.3333333333333,17.2222222222222,16.1111111111111
2013-09-07T00:00:00Z,2013-9-7,80,74,69,63,61,59,73,61,41,30.09,30.01,29.94,12,6,6,23,14,NA,0,1,,11,9,7,2013,09-07,6,35,26.6666666666667,23.3333333333333,20.5555555555555,17.2222222222222,16.1111111111111,15
2013-09-08T00:00:00Z,2013-9-8,82,76,70,66,63,59,78,64,45,30.18,30.12,30.06,19,7,6,24,15,NA,0,2,,8,9,8,2013,09-08,7,36,27.7777777777778,24.4444444444445,21.1111111111111,18.8888888888889,17.2222222222222,15
2013-09-09T00:00:00Z,2013-9-9,80,76,71,68,63,59,83,64,43,30.21,30.16,30.11,16,6,6,28,21,NA,0,3,Rain,15,9,9,2013,09-09,1,36,26.6666666666667,24.4444444444445,21.6666666666667,20,17.2222222222222,15
2013-09-10T00:00:00Z,2013-9-10,80,76,72,66,64,63,78,67,54,30.15,30.1,30.04,16,7,6,25,18,NA,0,2,,16,9,10,2013,09-10,2,36,26.6666666666667,24.4444444444445,22.2222222222222,18.8888888888889,17.7777777777778,17.2222222222222
2013-09-11T00:00:00Z,2013-9-11,80,76,71,75,62,15,89,64,4,30.12,30.04,29.97,17,7,6,24,15,26,0,1,,15,9,11,2013,09-11,3,36,26.6666666666667,24.4444444444445,21.6666666666667,23.8888888888889,16.6666666666667,-9.44444444444446
2013-09-12T00:00:00Z,2013-9-12,77,74,71,68,65,61,84,70,58,30.09,30.03,29.98,16,6,3,15,9,NA,0.12,3,Rain,20,9,12,2013,09-12,4,36,25,23.3333333333333,21.6666666666667,20,18.3333333333333,16.1111111111111
2013-09-13T00:00:00Z,2013-9-13,78,74,69,76,65,63,100,73,59,30.15,30.08,30.02,12,6,6,20,11,NA,0.08,2,Rain,8,9,13,2013,09-13,5,36,25.5555555555555,23.3333333333333,20.5555555555555,24.4444444444445,18.3333333333333,17.2222222222222
2013-09-14T00:00:00Z,2013-9-14,80,75,70,78,64,59,100,67,50,30.15,30.12,30.06,19,7,6,23,14,NA,0,2,,15,9,14,2013,09-14,6,36,26.6666666666667,23.8888888888889,21.1111111111111,25.5555555555555,17.7777777777778,15
2013-09-15T00:00:00Z,2013-9-15,82,77,72,78,65,61,100,67,48,30.12,30.07,30.02,16,6,6,26,20,NA,0,2,,14,9,15,2013,09-15,7,37,27.7777777777778,25,22.2222222222222,25.5555555555555,18.3333333333333,16.1111111111111
2013-09-16T00:00:00Z,2013-9-16,81,76,70,68,64,59,78,65,53,30.09,30.05,30,16,6,6,23,13,NA,0,2,,18,9,16,2013,09-16,1,37,27.2222222222222,24.4444444444445,21.1111111111111,20,17.7777777777778,15
2013-09-17T00:00:00Z,2013-9-17,80,76,71,69,66,63,83,70,57,30.12,30.06,30.01,16,7,6,21,13,NA,0,2,,16,9,17,2013,09-17,2,37,26.6666666666667,24.4444444444445,21.6666666666667,20.5555555555555,18.8888888888889,17.2222222222222
2013-09-18T00:00:00Z,2013-9-18,80,76,72,66,64,63,78,66,54,30.15,30.1,30.05,16,7,6,22,13,NA,0,3,,20,9,18,2013,09-18,3,37,26.6666666666667,24.4444444444445,22.2222222222222,18.8888888888889,17.7777777777778,17.2222222222222
2013-09-19T00:00:00Z,2013-9-19,80,76,71,68,63,59,83,64,41,30.12,30.07,30,16,7,6,25,16,NA,0,4,Rain,15,9,19,2013,09-19,4,37,26.6666666666667,24.4444444444445,21.6666666666667,20,17.2222222222222,15
2013-09-20T00:00:00Z,2013-9-20,82,76,71,64,60,54,73,57,31,30.04,30,29.95,19,7,6,26,15,NA,0,4,,6,9,20,2013,09-20,5,37,27.7777777777778,24.4444444444445,21.6666666666667,17.7777777777778,15.5555555555555,12.2222222222222
2013-09-21T00:00:00Z,2013-9-21,79,74,68,65,62,55,78,64,51,30.09,30.03,29.98,19,7,6,15,8,NA,0,2,,20,9,21,2013,09-21,6,37,26.1111111111111,23.3333333333333,20,18.3333333333333,16.6666666666667,12.7777777777778
2013-09-22T00:00:00Z,2013-9-22,80,74,68,64,60,54,73,59,44,30.15,30.1,30.05,16,7,6,20,9,NA,0,1,,5,9,22,2013,09-22,7,38,26.6666666666667,23.3333333333333,20,17.7777777777778,15.5555555555555,12.2222222222222
2013-09-23T00:00:00Z,2013-9-23,80,74,69,65,62,57,73,61,49,30.15,30.11,30.06,19,7,6,25,13,NA,0,1,,10,9,23,2013,09-23,1,38,26.6666666666667,23.3333333333333,20.5555555555555,18.3333333333333,16.6666666666667,13.8888888888889
2013-09-24T00:00:00Z,2013-9-24,79,73,67,66,62,57,73,64,48,30.12,30.05,29.99,16,6,6,13,8,NA,0,3,,15,9,24,2013,09-24,2,38,26.1111111111111,22.7777777777778,19.4444444444445,18.8888888888889,16.6666666666667,13.8888888888889
2013-09-25T00:00:00Z,2013-9-25,83,76,69,69,64,61,83,67,39,30.04,29.99,29.94,19,7,6,15,5,28,0,3,,182,9,25,2013,09-25,3,38,28.3333333333333,24.4444444444445,20.5555555555555,20.5555555555555,17.7777777777778,16.1111111111111
2013-09-26T00:00:00Z,2013-9-26,84,78,71,69,67,66,83,70,52,30.01,29.96,29.9,16,7,6,24,6,31,0,3,,107,9,26,2013,09-26,4,38,28.8888888888889,25.5555555555555,21.6666666666667,20.5555555555555,19.4444444444445,18.8888888888889
2013-09-27T00:00:00Z,2013-9-27,83,76,70,70,66,62,78,67,47,30.04,29.99,29.93,16,6,6,14,4,NA,0,1,,65,9,27,2013,09-27,5,38,28.3333333333333,24.4444444444445,21.1111111111111,21.1111111111111,18.8888888888889,16.6666666666667
2013-09-28T00:00:00Z,2013-9-28,82,76,71,72,68,64,83,71,60,30.09,30.02,29.95,19,7,6,10,3,NA,0,2,,94,9,28,2013,09-28,6,38,27.7777777777778,24.4444444444445,21.6666666666667,22.2222222222222,20,17.7777777777778
2013-09-29T00:00:00Z,2013-9-29,81,76,72,72,69,64,83,75,65,30.12,30.07,30.02,16,7,6,14,5,NA,0,4,,46,9,29,2013,09-29,7,39,27.2222222222222,24.4444444444445,22.2222222222222,22.2222222222222,20.5555555555555,17.7777777777778
2013-09-30T00:00:00Z,2013-9-30,80,76,71,80,68,64,100,73,65,30.09,30.03,29.98,16,6,6,14,6,21,0,4,,17,9,30,2013,09-30,1,39,26.6666666666667,24.4444444444445,21.6666666666667,26.6666666666667,20,17.7777777777778
2013-10-01T00:00:00Z,2013-10-1,80,76,71,80,68,64,100,73,64,30.04,29.99,29.94,16,7,6,10,4,NA,0,3,,34,10,1,2013,10-01,2,39,26.6666666666667,24.4444444444445,21.6666666666667,26.6666666666667,20,17.7777777777778
2013-10-02T00:00:00Z,2013-10-2,82,76,69,73,67,63,100,72,58,29.98,29.93,29.89,16,7,6,14,5,NA,0,2,,14,10,2,2013,10-02,3,39,27.7777777777778,24.4444444444445,20.5555555555555,22.7777777777778,19.4444444444445,17.2222222222222
2013-10-03T00:00:00Z,2013-10-3,78,74,71,66,63,57,83,67,50,30.04,29.95,29.89,12,6,3,17,10,NA,0.01,4,Rain,345,10,3,2013,10-03,4,39,25.5555555555555,23.3333333333333,21.6666666666667,18.8888888888889,17.2222222222222,13.8888888888889
2013-10-04T00:00:00Z,2013-10-4,80,74,68,64,62,55,73,63,54,30.12,30.05,30.01,6,6,6,16,10,NA,0,2,,8,10,4,2013,10-04,5,39,26.6666666666667,23.3333333333333,20,17.7777777777778,16.6666666666667,12.7777777777778
2013-10-05T00:00:00Z,2013-10-5,80,76,73,66,65,63,78,67,58,30.15,30.12,30.06,6,6,6,22,14,NA,0,2,,15,10,5,2013,10-05,6,39,26.6666666666667,24.4444444444445,22.7777777777778,18.8888888888889,18.3333333333333,17.2222222222222
2013-10-06T00:00:00Z,2013-10-6,81,78,74,68,66,64,78,68,55,30.15,30.1,30.06,16,7,6,23,18,NA,0,5,,20,10,6,2013,10-06,7,40,27.2222222222222,25.5555555555555,23.3333333333333,20,18.8888888888889,17.7777777777778
2013-10-07T00:00:00Z,2013-10-7,80,76,71,65,62,59,73,61,46,30.12,30.09,30.05,16,7,6,24,18,NA,0,3,,8,10,7,2013,10-07,1,40,26.6666666666667,24.4444444444445,21.6666666666667,18.3333333333333,16.6666666666667,15
2013-10-08T00:00:00Z,2013-10-8,81,76,71,64,60,55,69,55,33,30.09,30.05,30.01,16,7,6,28,17,NA,0,3,,5,10,8,2013,10-08,2,40,27.2222222222222,24.4444444444445,21.6666666666667,17.7777777777778,15.5555555555555,12.7777777777778
2013-10-09T00:00:00Z,2013-10-9,81,76,72,65,63,59,73,61,42,30.06,30.01,29.95,19,7,6,28,18,36,0,4,,3,10,9,2013,10-09,3,40,27.2222222222222,24.4444444444445,22.2222222222222,18.3333333333333,17.2222222222222,15
2013-10-10T00:00:00Z,2013-10-10,81,75,69,65,61,55,69,59,42,30.04,29.99,29.94,16,7,6,26,14,NA,0,3,,2,10,10,2013,10-10,4,40,27.2222222222222,23.8888888888889,20.5555555555555,18.3333333333333,16.1111111111111,12.7777777777778
2013-10-11T00:00:00Z,2013-10-11,78,74,71,67,65,61,78,69,59,30.09,30.02,29.96,19,7,6,15,11,NA,0,4,,19,10,11,2013,10-11,5,40,25.5555555555555,23.3333333333333,21.6666666666667,19.4444444444445,18.3333333333333,16.1111111111111
2013-10-12T00:00:00Z,2013-10-12,79,75,71,67,64,63,78,68,53,30.18,30.11,30.05,12,6,6,15,11,NA,0,4,,33,10,12,2013,10-12,6,40,26.1111111111111,23.8888888888889,21.6666666666667,19.4444444444445,17.7777777777778,17.2222222222222
2013-10-13T00:00:00Z,2013-10-13,78,74,71,64,61,57,73,61,46,30.18,30.14,30.09,17,7,6,21,13,NA,0,2,,16,10,13,2013,10-13,7,41,25.5555555555555,23.3333333333333,21.6666666666667,17.7777777777778,16.1111111111111,13.8888888888889
2013-10-14T00:00:00Z,2013-10-14,79,74,69,62,60,59,68,59,42,30.18,30.13,30.07,19,7,6,28,15,NA,0,4,,9,10,14,2013,10-14,1,41,26.1111111111111,23.3333333333333,20.5555555555555,16.6666666666667,15.5555555555555,15
2013-10-15T00:00:00Z,2013-10-15,79,74,69,64,61,59,73,61,48,30.18,30.12,30.07,17,7,6,22,17,NA,0,2,,12,10,15,2013,10-15,2,41,26.1111111111111,23.3333333333333,20.5555555555555,17.7777777777778,16.1111111111111,15
2013-10-16T00:00:00Z,2013-10-16,79,75,71,64,62,59,73,62,44,30.18,30.12,30.06,16,7,6,26,19,NA,0,3,,14,10,16,2013,10-16,3,41,26.1111111111111,23.8888888888889,21.6666666666667,17.7777777777778,16.6666666666667,15
2013-10-17T00:00:00Z,2013-10-17,78,74,69,64,61,59,73,63,49,30.12,30.06,30,16,7,6,22,13,NA,0,2,,9,10,17,2013,10-17,4,41,25.5555555555555,23.3333333333333,20.5555555555555,17.7777777777778,16.1111111111111,15
2013-10-18T00:00:00Z,2013-10-18,78,72,67,68,65,61,83,76,64,30.09,30.05,30,16,7,6,10,5,20,0,1,,55,10,18,2013,10-18,5,41,25.5555555555555,22.2222222222222,19.4444444444445,20,18.3333333333333,16.1111111111111
2013-10-19T00:00:00Z,2013-10-19,80,74,69,77,66,61,100,75,61,30.12,30.07,30.03,17,6,6,15,6,NA,0,2,,24,10,19,2013,10-19,6,41,26.6666666666667,23.3333333333333,20.5555555555555,25,18.8888888888889,16.1111111111111
2013-10-20T00:00:00Z,2013-10-20,79,74,68,70,65,61,78,71,60,30.12,30.09,30.05,16,6,6,14,8,NA,0,3,,7,10,20,2013,10-20,7,42,26.1111111111111,23.3333333333333,20,21.1111111111111,18.3333333333333,16.1111111111111
2013-10-21T00:00:00Z,2013-10-21,78,74,69,77,65,61,100,71,56,30.12,30.05,30.01,19,7,6,15,9,NA,0,1,,21,10,21,2013,10-21,1,42,25.5555555555555,23.3333333333333,20.5555555555555,25,18.3333333333333,16.1111111111111
2013-10-22T00:00:00Z,2013-10-22,79,73,67,67,62,52,79,64,47,30.06,30.02,29.98,19,7,6,18,9,NA,0,1,,15,10,22,2013,10-22,2,42,26.1111111111111,22.7777777777778,19.4444444444445,19.4444444444445,16.6666666666667,11.1111111111111
2013-10-23T00:00:00Z,2013-10-23,79,74,69,78,65,63,100,71,55,30.12,30.06,30,19,7,6,16,11,NA,0,2,,16,10,23,2013,10-23,3,42,26.1111111111111,23.3333333333333,20.5555555555555,25.5555555555555,18.3333333333333,17.2222222222222
2013-10-24T00:00:00Z,2013-10-24,79,74,69,68,66,63,83,75,61,30.09,30.04,29.98,19,7,6,16,7,NA,0,3,,45,10,24,2013,10-24,4,42,26.1111111111111,23.3333333333333,20.5555555555555,20,18.8888888888889,17.2222222222222
2013-10-25T00:00:00Z,2013-10-25,81,76,70,78,61,52,100,63,34,30.09,30.01,29.93,19,7,6,22,9,34,0,3,,358,10,25,2013,10-25,5,42,27.2222222222222,24.4444444444445,21.1111111111111,25.5555555555555,16.1111111111111,11.1111111111111
2013-10-26T00:00:00Z,2013-10-26,78,73,68,64,59,57,78,59,38,30.18,30.1,30.05,16,7,6,23,14,NA,0.01,2,Rain,360,10,26,2013,10-26,6,42,25.5555555555555,22.7777777777778,20,17.7777777777778,15,13.8888888888889
2013-10-27T00:00:00Z,2013-10-27,79,74,68,61,58,55,73,57,38,30.18,30.12,30.07,19,6,6,26,16,36,0,3,,359,10,27,2013,10-27,7,43,26.1111111111111,23.3333333333333,20,16.1111111111111,14.4444444444445,12.7777777777778
2013-10-28T00:00:00Z,2013-10-28,79,74,68,66,61,57,78,64,44,30.12,30.07,30.02,19,7,6,26,17,38,0,3,,356,10,28,2013,10-28,1,43,26.1111111111111,23.3333333333333,20,18.8888888888889,16.1111111111111,13.8888888888889
2013-10-29T00:00:00Z,2013-10-29,79,75,71,74,64,61,100,67,48,30.15,30.09,30.04,19,7,6,34,20,37,0,3,,2,10,29,2013,10-29,2,43,26.1111111111111,23.8888888888889,21.6666666666667,23.3333333333333,17.7777777777778,16.1111111111111
2013-10-30T00:00:00Z,2013-10-30,76,72,68,63,59,54,78,62,47,30.18,30.11,30.06,14,6,6,31,24,38,0,4,,5,10,30,2013,10-30,3,43,24.4444444444445,22.2222222222222,20,17.2222222222222,15,12.2222222222222
2013-10-31T00:00:00Z,2013-10-31,75,71,67,61,57,54,78,58,47,30.12,30.08,30.06,12,6,4,30,22,37,0.01,3,Rain,8,10,31,2013,10-31,4,43,23.8888888888889,21.6666666666667,19.4444444444445,16.1111111111111,13.8888888888889,12.2222222222222
2013-11-01T00:00:00Z,2013-11-1,76,70,65,63,59,55,73,61,53,30.09,30.05,30.01,16,6,6,30,24,36,0,1,,5,11,1,2013,11-01,5,43,24.4444444444445,21.1111111111111,18.3333333333333,17.2222222222222,15,12.7777777777778
2013-11-02T00:00:00Z,2013-11-2,77,71,65,66,63,61,78,69,57,30.09,30.02,29.98,19,7,6,28,22,NA,0,2,,7,11,2,2013,11-02,6,43,25,21.6666666666667,18.3333333333333,18.8888888888889,17.2222222222222,16.1111111111111
2013-11-03T00:00:00Z,2013-11-3,77,71,65,68,65,63,88,75,65,30.15,30.09,30.04,16,6,6,14,6,22,0,4,,143,11,3,2013,11-03,7,44,25,21.6666666666667,18.3333333333333,20,18.3333333333333,17.2222222222222
2013-11-04T00:00:00Z,2013-11-4,78,73,68,68,63,57,83,69,50,30.18,30.13,30.05,19,7,6,15,5,NA,0,2,,10,11,4,2013,11-04,1,44,25.5555555555555,22.7777777777778,20,20,17.2222222222222,13.8888888888889
2013-11-05T00:00:00Z,2013-11-5,77,73,69,66,63,55,83,71,53,30.21,30.17,30.15,16,6,6,20,12,NA,0,1,,12,11,5,2013,11-05,2,44,25,22.7777777777778,20.5555555555555,18.8888888888889,17.2222222222222,12.7777777777778
2013-11-06T00:00:00Z,2013-11-6,77,73,69,64,62,61,83,72,61,30.21,30.17,30.12,16,7,6,22,14,NA,0,2,,12,11,6,2013,11-06,3,44,25,22.7777777777778,20.5555555555555,17.7777777777778,16.6666666666667,16.1111111111111
2013-11-07T00:00:00Z,2013-11-7,77,72,68,63,61,59,73,65,50,30.24,30.19,30.14,16,6,6,24,16,NA,0,2,,5,11,7,2013,11-07,4,44,25,22.2222222222222,20,17.2222222222222,16.1111111111111,15
2013-11-08T00:00:00Z,2013-11-8,78,74,69,65,62,59,78,67,50,30.21,30.18,30.13,16,7,6,28,18,39,0,4,Rain,8,11,8,2013,11-08,5,44,25.5555555555555,23.3333333333333,20.5555555555555,18.3333333333333,16.6666666666667,15
2013-11-09T00:00:00Z,2013-11-9,77,73,69,64,62,57,78,66,52,30.24,30.17,30.12,12,6,6,28,21,34,0,5,Rain,13,11,9,2013,11-09,6,44,25,22.7777777777778,20.5555555555555,17.7777777777778,16.6666666666667,13.8888888888889
2013-11-10T00:00:00Z,2013-11-10,76,72,69,62,59,57,70,62,49,30.24,30.19,30.14,16,7,6,25,20,NA,0,4,,13,11,10,2013,11-10,7,45,24.4444444444445,22.2222222222222,20.5555555555555,16.6666666666667,15,13.8888888888889
2013-11-11T00:00:00Z,2013-11-11,76,72,68,61,58,57,68,60,46,30.18,30.14,30.1,19,7,6,28,18,NA,0,3,,11,11,11,2013,11-11,1,45,24.4444444444445,22.2222222222222,20,16.1111111111111,14.4444444444445,13.8888888888889
2013-11-12T00:00:00Z,2013-11-12,76,72,69,60,57,54,68,55,43,30.12,30.08,30.03,16,6,6,26,17,NA,0,4,,9,11,12,2013,11-12,2,45,24.4444444444445,22.2222222222222,20.5555555555555,15.5555555555555,13.8888888888889,12.2222222222222
2013-11-13T00:00:00Z,2013-11-13,78,73,68,64,59,54,78,62,40,30.09,30.06,30.01,16,6,6,25,15,28,0,3,,10,11,13,2013,11-13,3,45,25.5555555555555,22.7777777777778,20,17.7777777777778,15,12.2222222222222
2013-11-14T00:00:00Z,2013-11-14,76,72,69,65,62,61,83,70,54,30.09,30.05,30,16,6,6,22,17,NA,0,5,,20,11,14,2013,11-14,4,45,24.4444444444445,22.2222222222222,20.5555555555555,18.3333333333333,16.6666666666667,16.1111111111111
2013-11-15T00:00:00Z,2013-11-15,76,72,67,63,60,57,78,65,49,30.09,30.04,30.01,16,6,6,22,16,NA,0,3,,6,11,15,2013,11-15,5,45,24.4444444444445,22.2222222222222,19.4444444444445,17.2222222222222,15.5555555555555,13.8888888888889
2013-11-16T00:00:00Z,2013-11-16,75,72,68,62,57,50,73,58,41,30.12,30.06,30,12,6,6,26,19,NA,0,3,,8,11,16,2013,11-16,6,45,23.8888888888889,22.2222222222222,20,16.6666666666667,13.8888888888889,10
2013-11-17T00:00:00Z,2013-11-17,73,68,64,60,54,46,83,57,37,30.18,30.1,30.04,16,6,2,30,19,39,0.02,5,Rain,14,11,17,2013,11-17,7,46,22.7777777777778,20,17.7777777777778,15.5555555555555,12.2222222222222,7.77777777777777
2013-11-18T00:00:00Z,2013-11-18,74,69,64,57,53,46,73,53,34,30.21,30.14,30.09,16,7,6,31,19,29,0,3,,6,11,18,2013,11-18,1,46,23.3333333333333,20.5555555555555,17.7777777777778,13.8888888888889,11.6666666666667,7.77777777777777
2013-11-19T00:00:00Z,2013-11-19,73,68,64,61,56,52,88,64,44,30.18,30.13,30.09,12,6,2,24,16,25,0,4,Rain,355,11,19,2013,11-19,2,46,22.7777777777778,20,17.7777777777778,16.1111111111111,13.3333333333333,11.1111111111111
2013-11-20T00:00:00Z,2013-11-20,73,68,62,61,58,54,88,71,47,30.18,30.12,30.09,16,6,3,21,12,NA,0.03,4,Rain,353,11,20,2013,11-20,3,46,22.7777777777778,20,16.6666666666667,16.1111111111111,14.4444444444445,12.2222222222222
2013-11-21T00:00:00Z,2013-11-21,73,69,65,59,55,52,78,60,41,30.15,30.1,30.04,19,7,6,23,11,NA,0,4,,7,11,21,2013,11-21,4,46,22.7777777777778,20.5555555555555,18.3333333333333,15,12.7777777777778,11.1111111111111
2013-11-22T00:00:00Z,2013-11-22,74,68,63,62,56,52,78,62,43,30.09,30.04,29.98,19,7,6,21,12,NA,0,1,,358,11,22,2013,11-22,5,46,23.3333333333333,20,17.2222222222222,16.6666666666667,13.3333333333333,11.1111111111111
2013-11-23T00:00:00Z,2013-11-23,75,70,65,64,60,57,88,71,56,30.09,30.04,29.99,12,6,5,17,11,NA,0,4,Rain,2,11,23,2013,11-23,6,46,23.8888888888889,21.1111111111111,18.3333333333333,17.7777777777778,15.5555555555555,13.8888888888889
2013-11-24T00:00:00Z,2013-11-24,76,70,64,63,58,54,73,62,47,30.06,30.01,29.95,19,7,6,21,7,NA,0,3,,326,11,24,2013,11-24,7,47,24.4444444444445,21.1111111111111,17.7777777777778,17.2222222222222,14.4444444444445,12.2222222222222
2013-11-25T00:00:00Z,2013-11-25,70,68,65,64,57,48,97,67,46,30.01,29.96,29.91,12,6,1,26,15,NA,0.31,5,Rain,9,11,25,2013,11-25,1,47,21.1111111111111,20,18.3333333333333,17.7777777777778,13.8888888888889,8.88888888888891
2013-11-26T00:00:00Z,2013-11-26,71,66,62,56,51,45,64,54,40,30.01,29.94,29.88,12,6,6,18,12,24,0,3,,24,11,26,2013,11-26,2,47,21.6666666666667,18.8888888888889,16.6666666666667,13.3333333333333,10.5555555555555,7.22222222222223
2013-11-27T00:00:00Z,2013-11-27,73,68,62,53,50,46,64,49,33,29.92,29.87,29.81,6,5,4,14,8,24,0,1,,187,11,27,2013,11-27,3,47,22.7777777777778,20,16.6666666666667,11.6666666666667,10,7.77777777777777
2013-11-28T00:00:00Z,2013-11-28,79,69,59,67,60,52,94,71,53,30.01,29.9,29.83,12,5,2,25,8,NA,0,2,Rain,206,11,28,2013,11-28,4,47,26.1111111111111,20.5555555555555,15,19.4444444444445,15.5555555555555,11.1111111111111
2013-11-29T00:00:00Z,2013-11-29,73,68,63,67,64,61,94,84,77,30.09,30.03,29.96,16,7,6,8,2,NA,0,2,,127,11,29,2013,11-29,5,47,22.7777777777778,20,17.2222222222222,19.4444444444445,17.7777777777778,16.1111111111111
2013-11-30T00:00:00Z,2013-11-30,72,69,66,66,62,55,83,77,60,30.09,30.03,29.96,9,6,6,6,3,NA,0,4,,57,11,30,2013,11-30,6,47,22.2222222222222,20.5555555555555,18.8888888888889,18.8888888888889,16.6666666666667,12.7777777777778
2013-12-01T00:00:00Z,2013-12-1,73,68,63,64,62,59,94,81,62,29.98,29.92,29.85,12,6,3,8,4,NA,0,3,,327,12,1,2013,12-01,7,48,22.7777777777778,20,17.2222222222222,17.7777777777778,16.6666666666667,15
2013-12-02T00:00:00Z,2013-12-2,68,67,66,65,64,63,94,88,80,29.92,29.88,29.83,6,4,1,15,6,NA,0.16,6,Rain,178,12,2,2013,12-02,1,48,20,19.4444444444445,18.8888888888889,18.3333333333333,17.7777777777778,17.2222222222222
2013-12-03T00:00:00Z,2013-12-3,80,72,65,69,65,63,95,82,53,29.98,29.89,29.83,12,6,6,21,9,23,0,3,,197,12,3,2013,12-03,2,48,26.6666666666667,22.2222222222222,18.3333333333333,20.5555555555555,18.3333333333333,17.2222222222222
2013-12-04T00:00:00Z,2013-12-4,77,70,64,68,63,57,94,80,66,30.06,30.02,29.94,19,7,6,14,4,NA,0.01,2,,176,12,4,2013,12-04,3,48,25,21.1111111111111,17.7777777777778,20,17.2222222222222,13.8888888888889
2013-12-05T00:00:00Z,2013-12-5,74,68,63,65,60,57,88,74,57,30.09,30.05,30.01,19,7,6,9,4,NA,0,1,Thunderstorm,5,12,5,2013,12-05,4,48,23.3333333333333,20,17.2222222222222,18.3333333333333,15.5555555555555,13.8888888888889
2013-12-06T00:00:00Z,2013-12-6,75,69,63,66,62,57,84,75,62,30.06,30.02,29.97,16,6,6,15,6,15,0,2,,179,12,6,2013,12-06,5,48,23.8888888888889,20.5555555555555,17.2222222222222,18.8888888888889,16.6666666666667,13.8888888888889
2013-12-07T00:00:00Z,2013-12-7,74,68,62,66,62,55,88,79,69,30.15,30.08,30.01,16,6,6,9,3,NA,0,3,,171,12,7,2013,12-07,6,48,23.3333333333333,20,16.6666666666667,18.8888888888889,16.6666666666667,12.7777777777778
2013-12-08T00:00:00Z,2013-12-8,75,70,64,63,56,37,88,63,28,30.18,30.13,30.08,16,7,6,12,4,NA,0,2,,220,12,8,2013,12-08,7,49,23.8888888888889,21.1111111111111,17.7777777777778,17.2222222222222,13.3333333333333,2.77777777777777
